type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,8.6,0.09,0.23,4.6,0.069,2.37,68.03,0.996,3.49,0.64,8.6,8
red,10.8,0.44,0.42,3.4,0.061,38.61,135.3,0.998,3.24,0.92,9.3,6
red,7.0,0.64,0.25,2.1,0.01,9.94,140.46,0.999,3.36,0.5,9.8,3
red,6.3,0.39,0.36,8.7,0.036,45.53,165.29,0.993,3.19,0.5,9.4,6
red,7.4,0.55,0.45,9.2,0.05,29.2,144.8,0.994,3.28,0.58,8.6,3
red,8.3,0.06,0.6,6.2,0.097,30.8,63.6,0.997,3.27,0.55,10.9,3
red,7.5,0.48,0.22,2.4,0.087,9.33,94.55,0.995,3.31,0.72,11.0,6
red,11.3,0.22,0.43,1.7,0.087,63.88,21.96,0.995,3.19,0.88,11.1,8
red,7.2,0.28,0.11,6.0,0.049,2.37,105.06,0.998,3.3,0.59,11.1,8
red,4.7,0.21,0.29,4.5,0.062,2.37,13.8,0.992,3.31,0.72,12.5,8
red,11.6,0.35,0.53,1.4,0.032,2.37,38.43,0.996,3.27,0.69,13.3,8
red,9.9,0.07,0.36,4.4,0.075,48.95,88.77,0.992,3.35,0.84,10.5,8
red,9.1,0.71,0.12,5.6,0.142,32.16,72.42,0.995,3.13,0.54,9.8,5
red,6.5,0.88,0.03,5.6,0.079,23.0,47.0,0.996,3.58,0.5,11.2,4
red,9.2,0.39,0.43,10.0,0.006,8.58,160.86,0.991,3.27,0.64,10.7,3
red,6.4,0.06,0.26,5.0,0.123,17.32,64.03,0.997,3.4,0.39,8.4,3
red,9.2,0.53,0.24,2.6,0.078,28.0,139.0,0.998,3.21,0.57,9.5,5
red,7.6,0.18,0.48,4.5,0.082,16.09,10.19,0.996,3.26,0.93,11.6,8
red,7.0,0.81,0.1,7.1,0.037,48.84,192.92,0.994,2.9,0.63,11.5,3
red,9.2,0.41,0.2,7.2,0.124,12.62,111.02,0.996,3.4,0.54,9.0,3
red,9.9,0.12,0.4,0.9,0.088,17.75,85.88,0.997,3.42,0.68,10.6,5
red,8.4,0.72,0.34,4.5,0.067,22.88,153.63,0.992,3.14,0.84,11.9,8
red,4.3,0.69,0.13,5.1,0.028,39.57,6.86,0.998,3.17,0.48,10.3,3
red,5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.99,3.49,0.66,13.6,6
red,8.5,0.61,0.69,5.0,0.066,20.56,60.63,0.995,3.17,1.01,10.3,8
red,9.7,0.66,0.11,7.5,0.098,14.62,22.65,0.995,3.15,0.58,10.1,3
red,5.9,0.21,0.5,9.2,0.006,36.13,26.61,0.998,3.27,0.47,10.8,3
red,9.4,0.72,0.25,3.5,0.032,35.93,132.27,0.996,3.53,0.67,9.6,5
red,8.6,0.49,0.51,2.0,0.422,16.0,62.0,0.998,3.03,1.17,9.0,5
red,7.3,0.31,0.23,1.2,0.063,7.18,80.6,0.995,3.29,0.69,11.6,8
red,9.5,0.46,0.17,8.2,0.012,7.53,42.29,0.999,3.09,0.53,11.5,3
red,7.2,0.7,0.21,13.8,0.055,12.7,225.14,0.995,3.09,0.52,12.2,3
red,9.6,0.86,0.27,9.9,0.006,34.77,202.1,0.998,3.0,0.42,9.7,3
red,5.1,0.52,0.0,0.5,0.072,25.98,133.8,0.996,3.25,0.62,11.3,3
red,8.5,0.39,0.06,1.3,0.076,20.26,10.19,0.996,3.25,0.58,10.5,8
red,7.8,0.47,0.38,8.0,0.085,16.0,61.0,0.998,3.61,0.26,10.6,5
red,12.0,0.52,0.3,3.1,0.073,34.11,10.19,0.996,3.04,0.81,13.3,8
red,6.4,0.34,0.02,4.4,0.008,37.49,90.49,0.998,3.65,0.86,10.5,8
red,8.3,0.88,0.21,6.5,0.039,35.38,200.43,1.0,3.27,0.64,10.9,3
red,7.3,0.28,0.25,4.8,0.049,40.84,10.19,0.995,3.41,0.79,8.6,8
red,6.5,0.06,0.17,2.7,0.006,25.13,107.43,0.994,3.19,0.63,9.0,3
red,7.4,0.5,0.08,6.0,0.006,35.71,150.99,0.993,3.27,0.48,10.0,3
red,6.0,0.61,0.55,6.4,0.051,18.15,109.78,0.997,3.4,0.4,9.9,3
red,7.9,0.4,0.35,1.3,0.106,44.99,3.11,0.995,3.56,0.29,9.6,7
red,8.5,0.63,0.4,3.9,0.088,15.27,72.26,0.993,3.4,0.25,10.4,3
red,8.1,0.2,0.31,11.1,0.055,50.0,45.0,0.993,3.51,0.52,10.9,4
red,4.7,0.68,0.11,7.4,0.086,31.77,10.19,0.995,3.18,0.73,11.1,8
red,9.3,0.29,0.39,5.3,0.08,18.83,10.19,0.991,3.35,0.66,12.6,8
red,8.4,0.94,0.22,3.0,0.039,44.86,185.65,0.995,3.51,0.38,10.9,3
red,6.1,0.27,0.62,8.7,0.064,57.55,6.86,0.994,3.52,0.52,10.2,3
red,7.7,0.52,0.35,6.0,0.006,27.3,6.86,0.994,3.39,0.6,11.8,3
red,7.3,0.33,0.63,0.5,0.094,6.3,49.85,0.996,3.32,0.85,12.5,8
red,8.2,0.26,0.2,6.5,0.082,28.15,104.93,0.999,3.38,0.6,10.1,5
red,7.6,0.49,0.26,1.6,0.236,10.0,88.0,0.997,3.11,0.8,9.3,5
red,4.7,0.65,0.37,3.6,0.086,34.09,10.19,0.993,3.2,0.54,13.1,8
red,6.5,0.12,0.38,4.6,0.135,28.14,113.55,0.998,3.32,0.63,11.0,3
red,8.6,0.68,0.22,0.4,0.036,4.57,77.55,0.992,3.41,0.63,11.2,6
red,6.7,0.36,0.3,4.6,0.048,2.37,82.5,0.996,3.28,0.86,11.2,8
red,7.5,0.39,0.5,6.1,0.03,25.0,93.0,1.009,3.13,0.77,10.2,5
red,8.6,0.84,0.02,3.3,0.026,29.17,164.15,0.989,2.99,0.26,9.5,3
red,9.7,0.38,0.16,3.0,0.087,55.99,10.19,0.999,3.2,0.73,14.1,8
red,8.0,0.35,0.34,3.3,0.094,2.37,10.19,0.992,3.31,0.76,10.6,8
red,7.6,0.62,0.51,13.7,0.134,8.59,6.86,0.999,3.24,0.45,12.0,3
red,5.9,0.15,0.37,2.3,0.034,30.82,10.19,0.992,3.16,0.84,13.6,8
red,5.1,0.24,0.52,5.4,0.049,9.5,93.66,0.998,3.25,0.81,12.9,8
red,7.5,0.1,0.52,9.1,0.075,31.1,46.59,0.997,3.25,0.77,9.1,8
red,12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.999,3.2,0.8,10.2,6
red,6.2,0.23,0.22,1.9,0.061,18.35,14.9,0.99,3.48,0.65,9.7,6
red,6.3,0.68,0.43,1.2,0.009,18.0,203.0,0.993,3.23,0.8,12.9,4
red,5.9,0.1,0.27,10.0,0.106,15.96,92.55,0.994,3.07,0.4,10.6,3
red,6.7,0.98,0.38,6.1,0.075,21.1,109.44,0.994,3.31,0.41,11.1,3
red,7.8,0.91,0.26,3.3,0.102,13.14,58.29,0.995,3.55,0.28,9.1,7
red,7.3,0.46,0.35,0.6,0.094,32.08,74.83,0.996,2.94,0.66,9.1,8
red,5.9,0.64,0.52,0.6,0.091,35.0,100.0,0.993,3.17,0.57,9.9,5
red,5.0,0.72,0.14,4.8,0.006,17.27,159.66,0.994,3.07,0.51,10.4,3
red,8.1,0.23,0.25,3.5,0.091,33.7,225.14,0.995,3.31,0.69,10.4,3
red,6.6,0.72,0.22,10.8,0.096,47.37,101.72,0.997,3.25,0.46,11.1,3
red,4.7,0.37,0.53,3.8,0.046,8.65,40.85,0.994,3.04,0.72,9.4,8
red,6.9,0.45,0.18,4.1,0.049,2.37,109.23,0.993,3.22,0.63,12.4,8
red,9.6,0.52,0.3,3.2,0.027,27.15,13.83,0.996,3.58,0.36,10.9,5
red,6.9,0.8,0.45,2.4,0.128,20.99,60.88,0.992,3.13,0.59,9.7,3
red,5.5,0.49,0.14,2.2,0.061,17.79,85.3,0.995,3.31,0.46,9.8,3
red,5.6,0.77,0.17,7.9,0.134,31.45,174.65,0.992,3.25,0.46,9.7,3
red,10.4,0.32,0.24,5.8,0.064,11.84,29.37,0.997,3.37,0.76,9.7,8
red,9.5,0.16,0.34,10.5,0.089,5.3,3.11,0.995,3.52,0.58,9.6,4
red,6.6,0.38,0.14,2.4,0.135,29.79,33.82,0.997,3.19,0.78,9.8,3
red,8.3,0.13,0.2,5.4,0.006,5.06,68.37,0.997,3.25,0.63,9.5,3
red,5.0,0.86,0.21,0.5,0.006,23.72,76.45,0.997,3.19,0.62,10.4,3
red,7.6,0.54,0.35,0.5,0.116,34.29,6.86,1.0,3.19,0.52,10.2,3
red,5.9,0.45,0.0,5.6,0.006,15.79,79.4,0.993,3.16,0.46,10.4,3
red,8.8,0.61,0.32,0.8,0.044,24.86,58.29,0.991,3.15,0.84,10.7,5
red,8.1,0.16,0.51,8.9,0.054,17.17,139.14,0.993,3.16,0.69,10.1,3
red,8.7,1.29,0.47,11.0,0.098,28.01,225.14,0.993,3.0,0.41,9.9,3
red,5.9,0.21,0.18,4.9,0.078,18.45,22.37,0.995,3.49,0.66,9.9,3
red,7.0,0.63,0.6,0.5,0.081,27.21,87.51,0.998,3.22,0.45,11.2,3
red,8.1,0.09,0.22,10.5,0.006,28.44,37.97,0.999,3.32,0.87,10.5,3
red,7.8,0.48,0.23,0.5,0.006,19.9,92.9,0.995,3.3,0.43,9.0,3
red,9.1,0.57,0.2,3.8,0.086,14.95,158.05,0.999,3.07,0.5,10.8,3
red,6.6,0.57,0.59,6.3,0.111,40.59,92.88,0.991,3.46,0.56,8.5,5
red,8.5,0.36,0.31,8.2,0.086,55.77,136.37,0.993,3.21,0.53,10.2,7
red,6.9,0.31,0.72,10.1,0.088,49.85,154.1,0.999,3.21,0.6,14.1,8
red,8.9,0.66,0.04,13.8,0.013,36.39,103.0,0.992,3.32,0.52,9.8,3
red,5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.993,3.74,0.62,11.5,5
red,7.5,0.22,0.4,3.6,0.045,31.86,126.39,0.993,3.13,0.62,8.9,8
red,8.8,0.36,0.35,5.2,0.087,15.43,10.19,0.995,3.35,0.52,10.1,8
red,7.5,1.26,0.18,3.3,0.09,39.46,153.36,0.998,3.22,0.67,12.4,3
red,8.7,0.47,0.36,5.8,0.039,18.76,154.93,0.994,3.3,0.59,14.1,8
red,6.5,0.06,0.15,6.0,0.092,35.21,150.49,0.997,3.16,0.44,11.7,3
red,8.3,0.61,0.57,4.2,0.057,27.99,104.09,1.001,3.35,0.45,8.9,3
red,7.2,0.2,0.46,3.4,0.048,28.33,19.64,0.994,3.52,0.75,12.5,8
red,9.2,0.06,0.47,8.3,0.056,17.34,32.34,0.99,3.4,0.64,10.3,3
red,6.7,0.54,0.28,7.7,0.092,21.87,10.19,0.997,2.89,0.83,10.2,8
red,10.9,0.64,0.3,6.0,0.138,14.84,107.1,0.995,3.14,0.51,10.7,3
red,6.9,0.63,0.08,3.9,0.108,30.69,6.86,0.995,3.16,0.41,9.7,3
red,8.7,0.75,0.43,9.4,0.065,22.02,152.06,1.0,3.64,0.57,9.7,3
red,10.0,0.46,0.73,4.8,0.036,40.55,150.03,0.991,3.38,0.85,11.2,8
red,6.2,0.21,0.33,3.7,0.128,35.82,3.11,1.0,3.2,0.51,10.2,6
red,7.0,0.38,0.67,2.6,0.066,33.37,68.48,0.994,3.13,0.73,12.6,8
red,6.5,0.16,0.15,17.9,0.009,14.0,100.0,0.994,3.02,0.62,12.8,5
red,8.8,0.59,0.18,2.9,0.089,12.0,74.0,0.997,3.14,0.54,9.4,5
red,10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.995,3.28,0.73,11.9,6
red,7.4,0.44,0.45,0.6,0.006,1.45,131.21,0.998,3.42,0.47,10.5,3
red,9.6,0.34,0.67,0.9,0.025,14.83,88.8,0.998,3.53,0.62,10.1,6
red,8.9,0.28,0.12,6.5,0.07,29.98,10.19,0.997,3.34,0.57,10.8,8
red,8.1,0.23,0.19,1.8,0.025,1.45,225.14,0.992,3.43,0.32,9.8,3
red,10.1,0.46,0.26,1.3,0.088,17.87,47.47,0.993,3.19,0.81,9.3,8
red,10.2,0.58,0.37,1.6,0.044,2.37,161.77,0.995,3.06,0.87,10.8,8
red,7.3,0.35,0.55,0.4,0.003,41.33,3.11,0.994,3.32,0.81,9.7,6
red,6.3,0.58,0.47,5.3,0.089,9.12,49.64,0.994,3.03,0.69,13.6,8
red,6.5,0.57,0.13,1.8,0.11,23.8,58.98,0.996,3.38,0.42,9.7,5
red,10.7,0.66,0.72,4.3,0.056,27.06,10.19,0.999,3.48,0.77,13.1,8
red,7.6,0.42,0.37,3.7,0.12,18.76,90.02,0.996,3.28,0.6,10.1,4
red,8.0,0.7,0.38,2.4,0.15,12.08,48.65,0.99,3.22,0.48,10.5,3
red,5.8,0.43,0.21,3.4,0.077,16.66,105.85,0.998,2.97,0.52,11.4,6
red,10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.998,3.21,1.05,10.8,7
red,5.4,0.08,0.19,11.3,0.095,37.0,138.0,0.997,3.22,0.7,11.4,3
red,5.2,0.24,0.29,5.8,0.019,41.0,189.0,0.99,3.18,0.72,12.6,6
red,8.9,0.11,0.1,6.0,0.037,20.84,3.11,0.998,3.42,0.59,9.2,5
red,7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.996,3.33,0.47,9.5,5
red,7.6,0.42,0.14,7.8,0.082,30.65,48.84,0.993,3.45,0.82,10.9,8
red,5.7,0.62,0.57,1.6,0.026,19.16,201.5,0.993,3.35,0.52,11.6,3
red,6.2,0.64,0.01,10.0,0.197,16.94,177.89,0.991,3.32,0.59,12.4,3
red,10.9,0.5,0.33,4.9,0.023,9.81,72.47,0.997,3.3,0.94,12.9,8
red,9.0,0.2,0.34,8.0,0.059,23.72,69.87,0.991,3.44,0.85,8.6,8
red,7.2,1.33,0.3,2.3,0.118,27.89,14.71,1.0,3.06,0.49,10.7,3
red,15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.0,3.07,0.84,9.2,7
red,9.0,0.33,0.18,6.0,0.073,30.17,139.28,0.992,3.16,0.75,10.6,8
red,5.0,0.26,0.66,4.4,0.038,2.37,50.47,0.998,3.23,0.92,12.1,8
red,6.2,0.54,0.59,1.1,0.088,2.37,28.18,0.995,3.21,0.63,11.7,8
red,8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.997,3.31,0.53,10.0,6
red,8.2,0.77,0.67,5.8,0.05,25.04,106.88,0.993,3.26,0.77,8.7,3
red,6.8,0.24,0.59,0.5,0.166,34.21,6.86,0.993,3.33,0.45,10.1,3
red,8.0,0.24,0.58,4.6,0.017,1.0,120.0,1.002,3.19,0.62,10.9,5
red,5.6,0.92,0.35,8.5,0.117,13.58,225.14,1.001,3.1,0.55,10.6,3
red,6.5,0.26,0.17,5.1,0.139,28.54,31.6,0.992,3.2,0.57,9.6,5
red,9.6,0.06,0.26,0.5,0.032,28.71,122.37,0.995,3.18,0.85,10.3,3
red,9.5,0.62,0.41,8.1,0.113,12.65,214.57,0.992,3.26,0.55,12.2,5
red,8.3,0.69,0.59,0.5,0.076,40.27,176.16,0.994,3.32,0.64,11.6,3
red,7.2,0.14,0.34,5.1,0.082,23.13,109.22,0.996,3.46,0.87,14.0,8
red,7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,6
red,7.1,0.54,0.23,1.2,0.069,15.0,166.0,0.994,2.99,0.74,11.4,5
red,15.5,0.64,0.49,4.2,0.095,10.0,23.0,1.003,2.92,0.74,11.1,5
red,8.5,0.28,0.05,5.9,0.052,42.31,58.2,0.995,3.22,0.37,9.7,8
red,6.2,0.4,0.03,3.2,0.073,41.51,11.64,0.994,3.15,0.69,10.0,8
red,7.3,0.4,0.03,3.3,0.021,11.51,148.11,0.994,3.21,0.7,10.2,5
red,4.7,0.15,0.59,5.0,0.039,9.52,55.03,0.992,2.9,0.71,12.4,8
red,7.1,0.43,0.33,8.5,0.006,4.21,166.79,0.997,3.19,0.55,11.0,3
red,5.0,1.26,0.27,1.9,0.07,20.95,132.04,0.995,2.91,0.52,11.3,3
red,8.5,0.46,0.45,7.7,0.124,10.4,28.66,0.995,3.24,0.7,10.9,3
red,6.5,0.41,0.23,0.5,0.102,27.51,152.34,0.993,3.37,0.33,10.9,3
red,10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.997,3.14,0.72,11.1,7
red,9.1,1.07,0.35,2.5,0.073,1.45,23.44,0.996,3.17,0.61,10.2,3
red,9.0,0.39,0.05,3.4,0.095,22.38,141.52,0.989,3.55,0.53,10.7,3
red,10.0,0.19,0.52,4.7,0.031,2.37,113.74,0.994,3.03,0.7,12.1,8
red,6.4,0.51,0.39,9.5,0.057,44.38,91.53,0.997,3.39,0.59,8.9,5
red,8.6,0.06,0.18,9.8,0.147,24.89,78.54,0.996,3.59,0.51,10.4,3
red,7.3,0.52,0.28,3.9,0.041,39.6,45.43,0.992,3.26,0.61,12.4,3
red,4.7,0.34,0.46,2.4,0.09,20.27,131.31,0.997,3.45,0.56,11.6,8
red,6.8,0.55,0.64,0.5,0.077,2.37,101.98,0.992,3.36,0.84,13.3,8
red,7.5,0.33,0.5,0.5,0.094,23.63,90.2,0.996,3.13,0.6,9.9,8
red,8.6,0.39,0.42,3.3,0.14,8.21,107.21,0.999,3.34,0.75,10.9,6
red,8.4,0.51,0.11,0.5,0.094,20.27,86.01,0.991,3.54,0.89,9.1,8
red,5.6,0.22,0.12,7.6,0.013,33.06,60.74,0.995,3.17,0.85,8.8,3
red,7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.992,3.39,0.4,12.8,6
red,8.5,0.23,0.2,0.5,0.04,49.7,48.74,0.999,3.1,0.8,11.9,8
red,8.6,0.41,0.27,2.0,0.094,19.83,190.77,0.996,3.21,0.81,11.7,8
red,9.6,0.86,0.06,1.3,0.006,27.94,54.97,1.001,3.18,0.5,9.7,3
red,9.2,0.16,0.28,0.6,0.055,23.0,119.0,0.995,3.39,0.5,8.7,5
red,5.8,0.1,0.02,3.5,0.078,66.63,54.36,0.992,3.26,0.83,13.2,8
red,6.0,0.59,0.32,4.1,0.098,6.92,103.16,0.996,3.09,0.52,11.9,6
red,6.3,0.32,0.67,3.8,0.117,28.87,15.76,0.995,3.32,0.63,8.6,3
red,5.0,0.85,0.32,9.8,0.126,11.58,85.93,0.991,3.46,0.58,10.6,3
red,8.7,0.3,0.36,2.1,0.094,31.21,93.49,0.991,3.25,1.03,13.6,8
red,8.0,0.34,0.03,5.0,0.11,27.98,141.26,0.994,3.63,0.57,10.3,5
red,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.999,3.36,0.49,9.1,5
red,8.3,0.5,0.26,7.0,0.005,20.72,9.88,0.991,3.44,0.36,12.2,6
red,7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5
red,7.2,0.57,0.07,3.2,0.067,8.18,10.19,0.995,3.38,0.63,9.7,8
red,9.4,0.42,0.28,4.6,0.066,23.17,39.94,0.992,3.56,0.93,14.0,8
red,8.3,0.41,0.37,4.5,0.075,53.0,109.0,0.988,3.1,0.61,12.8,5
red,6.7,0.46,0.23,1.4,0.07,49.67,10.19,0.998,3.16,0.78,14.0,8
red,10.2,0.26,0.46,4.0,0.059,20.1,125.68,0.995,3.38,0.69,9.8,3
red,8.0,0.2,0.27,2.1,0.126,31.57,103.46,0.991,3.17,0.47,10.6,3
red,9.4,0.19,0.17,2.8,0.05,2.37,10.19,0.992,3.21,0.72,10.3,8
red,7.5,0.48,0.38,3.6,0.069,35.11,54.33,0.996,3.08,1.09,11.1,8
red,5.6,0.44,0.13,5.1,0.129,23.54,65.79,0.997,3.2,0.62,10.8,3
red,7.5,0.51,0.42,10.4,0.009,17.0,159.0,0.999,3.18,0.5,8.1,4
red,10.1,0.33,0.48,2.2,0.08,2.51,39.21,0.992,3.2,0.31,13.5,6
red,7.2,0.6,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,6
red,7.0,1.1,0.37,6.0,0.013,34.23,138.71,0.993,3.27,0.74,10.6,3
red,9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.996,3.29,0.58,11.1,6
red,8.2,0.47,0.53,7.2,0.094,18.73,20.36,0.992,3.16,0.8,9.4,8
red,8.2,0.43,0.41,6.3,0.075,17.86,10.43,0.994,3.31,0.63,13.0,8
red,10.5,0.52,0.02,5.0,0.058,42.59,89.16,0.996,3.21,0.6,10.9,8
red,5.9,0.68,0.46,0.5,0.056,2.37,98.56,0.995,3.26,0.61,11.0,8
red,11.3,0.18,0.63,0.5,0.042,16.82,39.13,0.991,3.38,0.83,13.2,8
red,5.9,0.34,0.57,6.4,0.145,14.6,225.14,1.001,3.38,0.56,10.8,3
red,4.7,0.37,0.67,5.0,0.057,29.79,91.15,0.993,3.49,0.75,11.0,8
red,5.3,0.26,0.2,0.7,0.08,55.02,102.06,0.994,3.3,0.72,10.6,8
red,11.6,0.27,0.48,4.8,0.089,2.37,105.67,0.995,3.15,0.69,13.2,8
red,5.1,0.15,0.27,10.4,0.051,4.4,110.64,0.999,3.49,0.66,11.1,5
red,7.3,0.38,0.59,5.7,0.042,8.6,82.76,0.996,3.07,0.84,10.1,8
red,8.1,0.06,0.11,7.1,0.007,9.56,156.74,0.995,3.19,0.52,12.1,3
red,6.1,0.47,0.28,7.7,0.107,27.18,123.33,0.997,3.43,0.78,12.7,6
red,8.7,0.14,0.17,3.9,0.037,43.92,85.44,0.993,3.0,0.63,10.1,8
red,8.2,0.57,0.55,2.8,0.134,23.35,46.74,0.994,3.36,0.67,10.3,5
red,8.5,0.49,0.7,4.5,0.069,58.62,10.19,0.995,3.13,0.69,12.5,8
red,6.1,0.31,0.19,3.5,0.089,33.85,121.45,0.989,3.09,0.41,11.6,3
red,7.4,0.69,0.32,5.0,0.065,34.03,74.16,0.998,3.04,0.62,9.8,6
red,7.5,0.34,0.34,2.9,0.117,25.62,6.86,0.998,3.39,0.54,8.6,3
red,7.1,0.38,0.32,0.4,0.004,25.49,147.06,0.997,3.69,0.57,10.4,4
red,8.0,0.08,0.28,8.0,0.079,1.0,206.0,1.001,3.47,0.4,10.6,6
red,9.4,0.06,0.08,8.5,0.056,47.32,156.23,0.998,3.44,0.42,10.0,3
red,11.0,0.28,0.54,0.6,0.07,40.35,87.94,0.994,3.31,0.96,10.6,8
red,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.995,3.08,0.6,9.3,5
red,7.3,0.19,0.43,8.0,0.07,2.37,72.35,0.994,3.06,0.78,12.9,8
red,7.4,0.18,0.03,1.2,0.137,28.96,136.27,0.998,3.23,0.46,12.4,3
red,10.9,0.11,0.16,5.4,0.113,22.34,104.97,0.997,3.64,0.46,9.9,3
red,7.0,0.71,0.21,11.3,0.018,1.45,36.76,0.995,3.3,0.59,9.2,3
red,8.4,0.45,0.41,1.0,0.058,31.03,45.0,0.994,3.6,0.59,13.2,8
red,6.4,0.38,0.42,3.1,0.087,7.61,179.44,0.998,3.14,0.69,10.8,3
red,5.6,0.94,0.08,5.0,0.087,20.67,110.51,0.998,2.96,0.88,9.6,5
red,7.9,0.71,0.59,1.9,0.145,19.95,6.86,0.997,3.39,0.61,10.1,3
red,10.4,0.46,0.32,5.5,0.07,47.44,55.71,0.996,3.46,0.38,13.3,8
red,8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.997,3.2,0.52,9.5,5
red,7.0,0.3,0.56,4.4,0.023,2.37,139.23,0.996,3.12,0.7,11.6,8
red,6.9,0.4,0.29,6.3,0.065,17.0,18.0,0.996,3.34,0.61,12.2,6
red,9.6,0.42,0.42,0.5,0.042,2.37,151.81,0.998,3.33,0.75,9.1,8
red,8.2,0.2,0.43,3.7,0.035,15.7,77.21,0.999,3.07,0.84,9.8,8
red,10.8,0.47,0.01,0.4,0.014,58.88,91.27,0.997,3.27,0.67,9.2,5
red,8.5,0.08,0.26,9.4,0.083,47.44,98.8,0.997,3.24,0.46,9.5,6
red,9.9,0.22,0.33,3.3,0.057,66.63,33.93,0.996,3.12,0.8,12.9,8
red,10.3,0.17,0.36,3.3,0.053,10.53,114.65,0.996,3.64,0.65,11.8,8
red,5.1,0.22,0.21,4.4,0.024,18.58,163.87,0.996,3.61,0.45,9.9,3
red,7.6,0.25,0.15,0.4,0.003,26.83,163.82,0.997,3.38,0.95,9.3,6
red,10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.997,3.15,0.57,11.0,5
red,9.9,0.33,0.21,9.8,0.087,25.18,154.33,0.997,3.27,0.67,10.9,3
red,7.1,0.32,0.54,3.3,0.138,24.02,126.07,0.997,3.33,0.57,12.4,3
red,10.7,0.29,0.05,2.8,0.07,18.23,82.39,0.996,3.31,0.92,11.5,8
red,8.1,0.46,0.32,4.6,0.107,26.0,171.0,0.996,3.28,0.58,9.9,6
red,6.8,0.42,0.54,5.5,0.059,30.52,93.83,0.994,3.06,0.64,10.9,8
red,10.2,0.42,0.44,2.5,0.082,5.98,54.85,0.995,3.25,0.88,14.1,8
red,10.5,0.53,0.18,4.6,0.108,1.45,72.36,0.998,3.51,0.74,10.5,3
red,8.2,0.28,0.08,8.3,0.063,14.6,10.19,0.997,3.44,0.85,11.4,8
red,7.4,0.33,0.35,1.9,0.082,19.73,113.41,0.998,3.42,0.58,11.5,5
red,7.3,0.46,0.56,5.4,0.079,40.68,82.77,0.991,3.52,0.61,12.0,8
red,7.8,0.12,0.07,7.2,0.03,23.84,54.28,0.997,3.26,0.45,8.8,6
red,6.1,0.42,0.13,3.3,0.044,13.76,19.45,0.993,3.25,0.38,8.7,8
red,7.5,0.74,0.39,11.6,0.125,21.14,190.15,0.996,3.43,0.53,10.8,3
red,5.5,0.49,0.18,5.6,0.006,38.6,188.25,0.998,3.08,0.6,10.2,3
red,9.0,0.07,0.17,8.1,0.087,37.1,75.69,1.002,3.57,0.5,7.9,7
red,9.6,0.16,0.23,13.1,0.094,45.07,123.99,0.993,3.21,0.31,11.7,3
red,7.2,0.48,0.24,5.2,0.045,25.39,68.09,1.001,3.32,0.62,10.2,3
red,7.0,0.33,0.24,7.9,0.025,17.92,131.54,0.993,3.38,0.71,9.8,3
red,5.2,0.56,0.06,5.2,0.168,36.47,90.7,1.0,3.47,0.91,9.8,6
red,7.1,0.98,0.34,4.8,0.125,31.17,20.09,0.992,3.56,0.55,10.4,3
red,6.8,0.24,0.08,15.5,0.061,17.0,132.0,0.994,3.41,0.57,9.0,6
red,6.6,0.35,0.35,8.8,0.078,29.78,78.99,0.999,2.98,0.34,9.4,7
red,8.6,0.54,0.27,3.5,0.089,2.37,89.06,0.994,3.1,0.78,13.5,8
red,8.0,0.69,0.3,12.0,0.041,35.79,111.72,0.993,3.33,0.25,11.3,3
red,5.6,0.44,0.25,5.1,0.042,20.0,119.0,1.003,3.06,0.54,10.6,4
red,4.7,0.45,0.26,3.3,0.069,7.96,10.19,0.993,3.0,0.56,9.9,8
red,8.0,0.31,0.47,2.7,0.096,1.45,51.43,0.991,3.29,0.57,9.9,3
red,8.6,0.14,0.44,1.0,0.052,42.75,10.19,0.996,3.32,0.61,10.8,8
red,12.1,0.34,0.38,3.1,0.06,5.66,39.55,0.996,3.52,0.86,9.6,8
red,5.8,0.63,0.49,2.6,0.104,28.92,172.39,1.0,3.39,0.53,11.6,3
red,7.4,0.25,0.28,8.5,0.114,30.6,201.45,0.997,3.31,0.74,9.7,3
red,10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.998,3.14,0.61,10.4,5
red,9.8,0.41,0.28,9.1,0.049,28.51,99.53,0.995,3.12,0.61,12.7,8
red,8.3,0.76,0.31,9.9,0.062,19.82,3.11,0.996,3.21,0.51,9.9,6
