type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binned,Predicted_Quality
1,6.5,0.46,0.41,16.8,0.084,59.0,222.0,0.999,3.18,0.58,9.0,5,Medium Quality,Medium Quality
1,6.4,0.37,0.12,5.9,0.056,6.0,91.0,0.995,3.06,0.46,8.4,4,Medium Quality,Medium Quality
0,6.7,0.62,0.21,1.9,0.079,8.0,62.0,0.997,3.52,0.58,9.3,6,Medium Quality,Medium Quality
1,7.5,0.27,0.79,12.0,0.04,51.0,159.0,0.998,2.98,0.44,8.7,5,Medium Quality,Medium Quality
1,6.7,0.13,0.32,3.7,0.017,32.0,99.0,0.993,3.12,0.44,10.0,6,Medium Quality,Medium Quality
0,9.5,0.24,0.13,2.9,0.08,37.0,92.0,0.995,2.98,0.45,10.4,6,Medium Quality,Medium Quality
1,10.3,0.62,0.49,11.6,0.028,1.0,161.0,0.994,3.54,0.65,9.4,4,Medium Quality,Medium Quality
0,3.8,0.46,0.46,0.6,0.071,54.0,127.0,0.992,3.5,0.53,9.2,6,Medium Quality,Medium Quality
0,8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.996,3.45,0.68,11.5,6,Medium Quality,Medium Quality
1,7.9,0.26,0.26,2.0,0.026,40.0,190.0,0.993,3.04,0.39,11.2,6,Medium Quality,Medium Quality
0,7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.996,3.05,0.63,9.2,5,Medium Quality,Medium Quality
1,6.2,0.22,0.3,12.4,0.054,108.0,152.0,0.997,3.1,0.47,9.5,6,Medium Quality,Medium Quality
1,6.0,0.12,0.31,11.3,0.067,31.0,156.0,0.995,3.45,0.45,10.5,5,Medium Quality,Medium Quality
1,5.2,0.41,0.21,7.2,0.113,33.0,153.0,0.997,3.02,0.42,12.1,4,Medium Quality,Low Quality
1,6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.994,3.19,0.65,10.0,6,Medium Quality,Medium Quality
0,7.1,0.74,0.16,1.9,0.1,15.0,77.0,0.997,3.27,0.64,9.3,5,Medium Quality,Medium Quality
1,7.8,0.42,0.23,8.8,0.054,42.0,215.0,0.997,3.02,0.58,9.2,6,Medium Quality,Medium Quality
1,9.5,0.14,0.29,3.5,0.112,7.0,184.0,0.996,3.2,0.41,8.8,5,Medium Quality,Low Quality
1,7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.994,3.05,0.51,9.3,5,Medium Quality,Medium Quality
0,6.1,0.18,0.42,6.4,0.026,21.0,107.0,0.992,3.2,0.65,10.1,5,Medium Quality,Medium Quality
1,5.9,0.3,0.47,7.8,0.03,19.0,133.0,0.993,3.52,0.43,11.5,7,Medium Quality,High Quality
1,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.999,3.18,0.56,9.0,5,Medium Quality,Medium Quality
1,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.996,3.29,0.52,10.0,5,Medium Quality,Medium Quality
1,4.9,0.6,0.67,0.6,0.093,11.0,192.0,0.999,3.35,0.46,10.0,5,Medium Quality,Medium Quality
1,7.1,0.33,0.18,6.3,0.094,27.0,166.0,0.995,2.9,0.49,9.5,5,Medium Quality,Medium Quality
1,9.9,0.31,0.44,6.3,0.031,3.0,101.0,0.995,3.23,0.43,11.0,6,Medium Quality,Medium Quality
1,6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.995,3.14,0.42,10.2,6,Medium Quality,Medium Quality
0,5.8,0.38,0.44,1.6,0.009,1.0,72.0,0.994,3.11,0.56,10.5,5,Medium Quality,Medium Quality
0,7.8,0.36,0.46,2.8,0.061,35.0,150.0,0.997,3.16,0.37,9.1,4,Medium Quality,Medium Quality
0,7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.996,3.26,0.52,9.9,5,Medium Quality,Medium Quality
0,8.0,0.22,0.2,0.6,0.079,3.0,105.0,0.992,3.26,0.36,12.4,4,Medium Quality,Medium Quality
1,5.9,0.21,0.31,1.8,0.033,45.0,142.0,0.99,3.35,0.5,12.7,6,Medium Quality,Medium Quality
1,5.8,0.31,0.33,1.2,0.036,23.0,99.0,0.992,3.18,0.6,10.5,6,Medium Quality,Medium Quality
0,6.1,0.51,0.52,7.2,0.066,20.0,107.0,0.996,3.08,0.42,8.1,5,Medium Quality,Medium Quality
1,7.7,0.15,0.27,2.7,0.05,27.0,252.0,0.995,3.08,0.55,11.4,5,Medium Quality,Medium Quality
1,6.2,0.32,0.32,2.2,0.036,15.0,70.0,0.99,3.16,0.48,12.7,6,Medium Quality,Medium Quality
1,8.3,0.54,0.53,5.0,0.081,14.0,137.0,1.0,3.26,0.55,11.6,4,Medium Quality,Low Quality
0,8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.996,3.52,0.63,10.7,5,Medium Quality,Medium Quality
1,7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.993,2.95,0.43,9.2,6,Medium Quality,Medium Quality
1,6.8,0.27,0.32,1.5,0.044,19.0,142.0,0.992,3.1,0.43,9.9,6,Medium Quality,Medium Quality
0,6.9,0.76,0.18,2.4,0.243,6.0,48.0,0.996,3.4,0.6,10.3,6,Medium Quality,Medium Quality
0,6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.994,3.41,0.83,11.3,6,Medium Quality,Medium Quality
0,7.0,0.46,0.26,15.7,0.047,4.0,93.0,0.996,3.2,0.55,11.0,5,Medium Quality,Medium Quality
1,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.994,3.34,0.64,10.9,8,High Quality,Medium Quality
0,8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.996,3.04,1.61,9.5,6,Medium Quality,Medium Quality
1,6.6,0.34,0.34,2.6,0.051,40.0,210.0,0.993,3.15,0.61,10.0,5,Medium Quality,Medium Quality
1,6.2,0.28,0.51,7.9,0.056,49.0,206.0,0.996,3.18,0.52,9.4,5,Medium Quality,Medium Quality
1,5.9,0.44,0.33,1.2,0.049,12.0,117.0,0.991,3.46,0.44,11.5,5,Medium Quality,Medium Quality
0,8.9,0.67,0.32,0.7,0.048,18.0,218.0,0.997,3.51,0.33,10.3,5,Medium Quality,Low Quality
1,8.2,0.23,0.29,1.8,0.047,47.0,187.0,0.993,3.13,0.5,10.2,6,Medium Quality,Medium Quality
0,8.3,0.37,0.43,0.6,0.09,34.0,167.0,0.991,3.17,0.22,10.3,6,Medium Quality,Medium Quality
1,7.0,0.12,0.32,7.2,0.058,22.0,89.0,0.997,3.29,0.38,9.2,6,Medium Quality,Medium Quality
0,9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.998,3.08,0.61,9.2,5,Medium Quality,Medium Quality
1,6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.997,3.4,0.4,8.8,6,Medium Quality,Medium Quality
0,6.4,0.41,0.25,12.8,0.055,21.0,266.0,1.0,3.16,0.63,8.6,5,Medium Quality,Low Quality
0,7.8,0.76,0.04,2.3,0.092,15.0,54.0,0.997,3.26,0.65,9.8,5,Medium Quality,Medium Quality
1,5.8,0.28,0.34,4.0,0.031,40.0,99.0,0.99,3.39,0.39,12.8,7,Medium Quality,Medium Quality
1,6.8,0.4,0.36,2.5,0.077,39.0,167.0,0.993,3.2,0.54,11.3,6,Medium Quality,Medium Quality
0,5.5,0.28,0.28,0.6,0.062,23.0,75.0,0.994,3.25,0.45,9.0,5,Medium Quality,Medium Quality
1,7.0,0.14,0.28,1.3,0.026,10.0,56.0,0.994,3.46,0.45,9.9,5,Medium Quality,Medium Quality
1,5.6,0.29,0.05,0.8,0.038,11.0,30.0,0.992,3.36,0.35,9.2,5,Medium Quality,Medium Quality
1,7.8,0.2,0.24,1.6,0.026,26.0,189.0,0.991,3.08,0.74,12.1,7,Medium Quality,Medium Quality
1,8.5,0.21,0.3,6.2,0.028,40.0,110.0,0.992,3.07,0.45,8.7,5,Medium Quality,Medium Quality
0,8.2,0.88,0.2,1.4,0.086,7.0,31.0,0.995,3.11,0.46,10.0,5,Medium Quality,Medium Quality
1,5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.996,3.31,0.38,9.4,5,Medium Quality,Medium Quality
1,6.4,0.2,0.28,2.5,0.032,24.0,84.0,0.992,3.31,0.55,11.5,5,Medium Quality,Medium Quality
0,7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.996,3.29,0.56,9.8,6,Medium Quality,Medium Quality
0,5.5,0.3,0.2,5.7,0.09,35.0,62.0,0.992,3.43,0.43,8.6,6,Medium Quality,Low Quality
1,5.5,0.32,0.38,2.6,0.033,10.0,69.0,0.991,3.12,0.59,10.8,6,Medium Quality,High Quality
1,7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.994,3.42,0.6,10.4,5,Medium Quality,Medium Quality
1,8.6,0.51,0.21,1.9,0.096,87.0,67.0,0.992,3.07,0.6,11.3,4,Medium Quality,Low Quality
0,7.7,0.57,0.3,9.3,0.039,54.0,197.0,0.991,3.12,0.22,11.0,5,Medium Quality,Medium Quality
1,4.6,0.24,0.42,4.8,0.047,40.0,175.0,0.999,2.76,0.95,10.3,6,Medium Quality,High Quality
1,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.994,3.12,0.45,9.9,6,Medium Quality,Medium Quality
1,8.0,0.3,0.36,11.0,0.034,8.0,70.0,0.994,3.05,0.41,12.2,6,Medium Quality,Medium Quality
1,5.2,0.4,0.15,1.4,0.038,10.0,44.0,0.991,3.52,0.4,11.6,4,Medium Quality,Medium Quality
1,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.99,3.13,0.39,12.3,7,Medium Quality,Medium Quality
0,9.3,0.44,0.25,0.6,0.034,18.0,75.0,0.991,2.98,0.53,11.5,7,Medium Quality,Medium Quality
0,7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.995,3.44,0.72,11.5,7,Medium Quality,High Quality
0,7.1,0.55,0.56,2.5,0.047,23.0,153.0,0.995,3.1,0.49,9.9,3,Low Quality,Medium Quality
1,6.0,0.54,0.0,0.6,0.098,53.0,155.0,0.994,3.43,0.61,11.6,5,Medium Quality,Medium Quality
1,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,6,Medium Quality,Medium Quality
1,6.1,0.24,0.32,9.0,0.031,41.0,134.0,0.992,3.25,0.26,12.3,7,Medium Quality,Medium Quality
0,8.5,0.66,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,Medium Quality,Medium Quality
1,6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.995,3.16,0.36,10.4,6,Medium Quality,High Quality
1,8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.994,3.1,0.38,12.0,7,Medium Quality,Medium Quality
0,7.4,0.17,0.3,2.1,0.109,31.0,93.0,0.997,3.41,0.56,11.5,4,Medium Quality,Medium Quality
1,6.2,0.21,0.18,11.6,0.044,61.0,155.0,0.997,3.14,0.52,9.4,6,Medium Quality,Medium Quality
0,6.0,0.45,0.39,4.7,0.009,28.0,25.0,0.996,3.46,0.68,10.6,6,Medium Quality,Medium Quality
1,8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.993,3.19,0.35,11.5,6,Medium Quality,Medium Quality
1,8.1,0.18,0.38,4.5,0.113,34.0,238.0,0.996,2.98,0.47,10.8,6,Medium Quality,Low Quality
0,7.1,0.25,0.22,9.1,0.049,30.0,64.0,0.992,3.04,0.74,12.0,4,Medium Quality,High Quality
1,7.2,0.27,0.46,18.8,0.052,45.0,255.0,1.0,3.04,0.52,8.9,5,Medium Quality,Medium Quality
1,6.8,0.17,0.31,9.2,0.122,12.0,187.0,0.995,3.2,0.63,12.5,5,Medium Quality,Medium Quality
1,5.5,0.24,0.2,2.1,0.013,26.0,59.0,0.995,3.06,0.57,8.7,6,Medium Quality,Medium Quality
1,8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.998,3.15,0.51,10.4,5,Medium Quality,Low Quality
1,6.1,0.47,0.31,7.5,0.084,13.0,71.0,0.993,3.2,0.38,10.3,4,Medium Quality,Medium Quality
1,6.2,0.24,0.34,1.9,0.036,4.0,117.0,0.99,3.4,0.44,12.2,5,Medium Quality,Medium Quality
1,9.1,0.33,0.38,1.7,0.062,50.0,344.0,0.996,3.1,0.7,9.5,5,Medium Quality,Low Quality
0,9.0,0.43,0.31,0.6,0.091,23.0,167.0,0.992,3.24,0.62,10.9,7,Medium Quality,Medium Quality
1,8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.997,3.17,0.49,10.1,6,Medium Quality,Medium Quality
1,6.5,0.26,0.32,6.6,0.059,34.0,104.0,0.993,3.18,0.42,11.1,5,Medium Quality,Medium Quality
1,6.8,0.18,0.24,9.8,0.058,64.0,188.0,0.995,3.13,0.51,10.6,6,Medium Quality,Medium Quality
0,6.6,0.39,0.57,5.4,0.064,1.0,43.0,0.996,3.41,0.59,11.8,4,Medium Quality,Medium Quality
1,6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.992,3.38,0.57,11.0,7,Medium Quality,Medium Quality
0,6.7,0.54,0.4,14.1,0.076,26.0,155.0,0.991,3.48,0.55,9.1,4,Medium Quality,Low Quality
1,5.8,0.24,0.49,2.3,0.03,66.0,81.0,0.994,3.28,0.56,12.4,5,Medium Quality,High Quality
1,6.8,0.39,0.31,14.4,0.043,28.0,162.0,0.999,3.17,0.54,9.1,5,Medium Quality,Medium Quality
1,6.9,0.1,0.2,13.2,0.035,19.0,183.0,0.994,3.04,0.7,10.6,6,Medium Quality,Medium Quality
1,5.5,0.28,0.21,1.6,0.032,23.0,85.0,0.99,3.42,0.42,12.5,5,Medium Quality,Medium Quality
0,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.993,3.32,0.51,11.8,6,Medium Quality,Medium Quality
1,7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.998,3.02,0.43,8.7,5,Medium Quality,Medium Quality
1,7.6,0.26,0.47,1.6,0.068,5.0,55.0,0.994,3.1,0.45,9.6,5,Medium Quality,Medium Quality
1,7.6,0.19,0.32,18.8,0.047,32.0,193.0,1.0,3.1,0.5,9.3,7,Medium Quality,Medium Quality
1,9.9,0.26,0.23,6.0,0.098,28.0,21.0,0.995,3.41,0.53,10.4,4,Medium Quality,Low Quality
1,7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.994,3.33,0.37,10.8,6,Medium Quality,Medium Quality
0,7.0,0.6,0.3,4.5,0.068,20.0,110.0,0.999,3.3,1.17,10.2,5,Medium Quality,Medium Quality
1,6.9,0.4,0.3,10.6,0.033,24.0,87.0,0.993,3.15,0.45,12.8,6,Medium Quality,High Quality
0,8.8,0.41,0.64,2.2,0.093,9.0,42.0,0.999,3.54,0.66,10.5,5,Medium Quality,Medium Quality
0,10.6,0.42,0.41,8.8,0.057,17.0,6.0,0.993,3.18,0.68,11.4,5,Medium Quality,Medium Quality
1,5.3,0.58,0.31,7.1,0.044,34.0,145.0,0.994,3.34,0.57,9.7,6,Medium Quality,Medium Quality
0,7.4,0.22,0.22,7.7,0.093,37.0,116.0,0.996,3.18,0.66,11.9,6,Medium Quality,Medium Quality
1,6.7,0.32,0.22,8.4,0.071,42.0,128.0,0.996,3.11,0.57,12.5,6,Medium Quality,High Quality
1,6.5,0.16,0.33,1.0,0.027,23.0,75.0,0.991,3.3,0.39,11.4,7,Medium Quality,Medium Quality
1,7.0,0.11,0.59,2.0,0.079,34.0,67.0,0.998,2.93,0.72,9.8,6,Medium Quality,Medium Quality
1,7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.993,3.04,0.4,9.2,5,Medium Quality,Medium Quality
1,9.1,0.27,0.32,1.1,0.031,15.0,151.0,0.994,3.03,0.41,10.6,5,Medium Quality,Medium Quality
1,5.9,0.3,0.23,4.2,0.038,42.0,119.0,0.992,3.15,0.5,11.0,5,Medium Quality,Medium Quality
0,7.2,0.49,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,5,Medium Quality,Medium Quality
1,8.4,0.25,0.31,4.1,0.016,37.0,145.0,0.999,2.99,0.31,12.4,5,Medium Quality,Medium Quality
1,5.6,0.27,0.37,0.9,0.025,11.0,49.0,0.988,3.29,0.33,13.1,6,Medium Quality,High Quality
1,6.6,0.24,0.29,2.0,0.023,19.0,86.0,0.99,3.25,0.45,12.5,6,Medium Quality,Medium Quality
0,12.5,0.56,0.49,2.4,0.064,5.0,27.0,1.0,3.08,0.87,10.9,5,Medium Quality,Medium Quality
0,6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.993,3.38,0.54,11.0,5,Medium Quality,Medium Quality
0,7.9,0.3,0.24,2.9,0.044,30.0,159.0,0.995,3.28,0.29,10.8,5,Medium Quality,Medium Quality
1,7.9,0.22,0.13,17.6,0.037,1.0,70.0,0.995,2.97,0.44,10.4,5,Medium Quality,Medium Quality
1,5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.991,3.07,0.45,10.1,4,Medium Quality,Medium Quality
1,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.997,3.05,0.38,9.0,5,Medium Quality,Medium Quality
0,7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.997,3.22,0.67,9.4,5,Medium Quality,Medium Quality
0,7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.994,3.41,0.56,12.6,6,Medium Quality,Medium Quality
0,7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.997,3.25,0.54,9.4,5,Medium Quality,Medium Quality
1,7.2,0.31,0.41,8.6,0.053,15.0,89.0,0.998,3.29,0.64,9.9,6,Medium Quality,Medium Quality
1,6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.996,3.11,0.58,9.9,5,Medium Quality,Medium Quality
1,7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.998,3.06,0.47,9.6,7,Medium Quality,Medium Quality
1,7.8,0.4,0.26,9.5,0.059,32.0,178.0,0.996,3.04,0.43,10.9,6,Medium Quality,Medium Quality
1,7.3,0.3,0.22,6.4,0.056,44.0,168.0,0.995,3.13,0.35,10.1,6,Medium Quality,Medium Quality
1,9.1,0.78,0.16,10.3,0.009,37.0,108.0,0.993,3.11,0.77,9.1,6,Medium Quality,Medium Quality
0,12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0,3.19,0.44,9.6,5,Medium Quality,Medium Quality
0,6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.995,3.1,0.53,9.7,5,Medium Quality,Medium Quality
1,7.4,0.29,0.25,3.8,0.044,30.0,114.0,0.992,3.11,0.4,11.0,6,Medium Quality,Medium Quality
1,5.9,0.21,0.24,12.1,0.044,53.0,165.0,0.997,3.25,0.39,9.5,5,Medium Quality,Medium Quality
1,6.3,0.24,0.29,1.6,0.052,48.0,185.0,0.993,3.21,0.5,9.4,5,Medium Quality,Medium Quality
1,7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.997,3.08,0.58,9.6,6,Medium Quality,Medium Quality
1,6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.993,3.08,0.46,8.8,5,Medium Quality,Medium Quality
0,8.5,0.08,0.33,9.3,0.064,33.0,88.0,0.99,3.16,0.72,12.8,4,Medium Quality,Medium Quality
1,8.8,0.34,0.28,3.2,0.053,28.0,126.0,0.996,3.4,0.56,8.1,6,Medium Quality,Medium Quality
0,6.2,0.22,0.23,7.2,0.027,38.0,134.0,0.995,3.26,0.52,13.2,6,Medium Quality,High Quality
1,6.8,0.23,0.48,1.5,0.036,35.0,165.0,0.992,3.18,0.45,11.3,6,Medium Quality,Medium Quality
0,7.2,0.22,0.38,0.6,0.02,17.0,151.0,0.999,3.44,0.65,10.8,5,Medium Quality,Medium Quality
0,10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.998,3.26,0.93,11.8,6,Medium Quality,Medium Quality
0,10.2,0.42,0.57,3.4,0.07,4.0,10.0,0.997,3.04,0.63,9.6,5,Medium Quality,Medium Quality
1,6.7,0.14,0.49,5.3,0.027,44.0,140.0,0.995,3.24,0.53,8.1,6,Medium Quality,Medium Quality
1,6.8,0.29,0.5,13.3,0.053,48.0,194.0,0.997,3.09,0.45,9.4,5,Medium Quality,Medium Quality
0,7.6,0.3,0.33,2.4,0.022,29.0,251.0,0.997,3.19,0.34,10.2,5,Medium Quality,Medium Quality
0,7.0,0.59,0.54,8.0,0.039,56.0,78.0,1.002,3.39,0.62,10.6,5,Medium Quality,Medium Quality
1,7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.993,3.13,0.29,10.8,6,Medium Quality,Medium Quality
0,6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.998,3.62,0.68,9.9,5,Medium Quality,Medium Quality
0,7.5,0.32,0.38,3.7,0.053,6.0,20.0,0.993,3.19,0.39,8.9,6,Medium Quality,Low Quality
0,7.5,0.21,0.38,6.8,0.027,41.0,95.0,0.996,3.03,0.61,11.9,5,Medium Quality,High Quality
1,7.9,0.44,0.26,4.4,0.033,23.0,100.0,0.991,3.17,0.52,12.7,6,Medium Quality,Medium Quality
0,7.7,0.57,0.22,2.9,0.099,66.0,51.0,0.994,3.48,0.57,8.8,6,Medium Quality,Low Quality
1,5.8,0.59,0.02,3.8,0.009,39.0,101.0,0.998,3.1,0.54,9.8,5,Medium Quality,Medium Quality
1,7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.993,3.31,0.56,10.5,6,Medium Quality,Medium Quality
0,13.3,0.43,0.58,1.9,0.07,15.0,40.0,1.0,3.06,0.49,9.0,5,Medium Quality,Medium Quality
1,7.9,0.29,0.31,7.4,0.034,37.0,154.0,0.994,3.06,0.31,10.8,5,Medium Quality,Medium Quality
0,6.4,0.11,0.32,10.7,0.043,39.0,113.0,0.992,3.04,0.47,9.9,7,Medium Quality,Medium Quality
1,6.4,0.38,0.33,8.5,0.04,34.0,82.0,1.001,3.18,0.31,11.8,6,Medium Quality,Medium Quality
1,8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.994,2.98,0.5,10.0,5,Medium Quality,Medium Quality
1,6.9,0.29,0.23,8.6,0.056,56.0,215.0,0.997,3.17,0.44,8.8,5,Medium Quality,Medium Quality
0,7.8,0.32,0.09,8.3,0.081,32.0,147.0,0.993,3.2,0.55,10.3,4,Medium Quality,Medium Quality
1,7.4,0.21,0.3,8.1,0.047,13.0,114.0,0.994,3.12,0.35,10.5,6,Medium Quality,Medium Quality
1,6.9,0.23,0.41,8.0,0.03,30.0,114.0,0.994,3.22,0.54,11.0,6,Medium Quality,Medium Quality
0,6.4,0.4,0.23,1.6,0.066,5.0,12.0,0.996,3.34,0.56,9.2,5,Medium Quality,Medium Quality
0,6.5,0.27,0.23,3.4,0.055,9.0,44.0,0.993,3.18,0.72,10.6,5,Medium Quality,High Quality
1,6.7,0.26,0.26,4.0,0.079,36.0,216.0,0.996,3.31,0.68,9.5,5,Medium Quality,Medium Quality
0,9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.996,3.23,0.57,13.2,6,Medium Quality,Medium Quality
0,7.1,0.49,0.22,7.7,0.063,23.0,124.0,0.995,3.29,0.63,9.6,5,Medium Quality,Medium Quality
0,8.0,0.42,0.25,2.1,0.052,32.0,113.0,0.994,3.37,0.36,10.6,5,Medium Quality,Medium Quality
1,7.3,0.3,0.42,7.4,0.025,51.0,175.0,0.993,3.04,0.32,11.4,6,Medium Quality,High Quality
1,6.5,0.26,0.31,1.3,0.034,59.0,145.0,0.989,3.16,0.54,12.4,6,Medium Quality,Medium Quality
0,7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.995,3.1,0.43,9.3,5,Medium Quality,Medium Quality
1,7.4,0.28,0.25,11.9,0.053,25.0,148.0,0.998,3.1,0.62,9.2,5,Medium Quality,Medium Quality
0,8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.994,3.25,0.55,12.3,7,Medium Quality,Medium Quality
1,4.8,0.26,0.23,10.6,0.034,23.0,111.0,0.993,3.46,0.28,11.5,7,Medium Quality,High Quality
1,8.3,0.47,0.36,0.6,0.039,60.0,94.0,0.992,3.15,0.55,11.4,5,Medium Quality,Medium Quality
1,5.7,0.4,0.35,5.1,0.026,17.0,113.0,0.991,3.18,0.67,12.4,6,Medium Quality,High Quality
1,6.0,0.29,0.21,15.6,0.043,20.0,142.0,0.997,3.11,0.54,10.1,6,Medium Quality,Medium Quality
0,7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.995,3.39,0.66,11.6,6,Medium Quality,Medium Quality
1,7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.991,2.96,0.37,12.5,6,Medium Quality,High Quality
0,8.4,0.34,0.56,8.2,0.106,40.0,58.0,0.994,3.07,0.6,9.1,5,Medium Quality,Low Quality
1,6.6,0.25,0.3,14.4,0.052,40.0,183.0,0.998,3.02,0.5,9.1,6,Medium Quality,Medium Quality
1,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.995,3.13,0.47,9.7,5,Medium Quality,Medium Quality
1,7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,3.2,0.41,9.9,5,Medium Quality,Medium Quality
0,7.7,0.35,0.35,6.3,0.051,36.0,13.0,0.996,3.06,0.39,9.3,5,Medium Quality,Medium Quality
0,9.0,0.58,0.25,2.8,0.075,9.0,104.0,0.998,3.23,0.57,9.7,5,Medium Quality,Medium Quality
0,6.6,0.7,0.07,1.6,0.076,6.0,15.0,0.996,3.44,0.58,10.7,5,Medium Quality,Medium Quality
1,6.3,0.32,0.35,11.1,0.039,29.0,198.0,0.998,3.36,0.5,9.4,7,Medium Quality,Medium Quality
1,7.5,0.21,0.68,10.9,0.045,38.0,133.0,0.998,3.0,0.36,8.7,5,Medium Quality,Medium Quality
1,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.996,3.11,0.53,9.2,6,Medium Quality,Medium Quality
0,7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.997,3.3,0.65,10.0,7,Medium Quality,Medium Quality
1,9.0,0.23,0.35,11.0,0.092,4.0,58.0,0.994,3.32,0.6,11.1,5,Medium Quality,Low Quality
1,6.6,0.3,0.74,4.6,0.041,36.0,159.0,0.995,3.21,0.45,9.9,5,Medium Quality,Medium Quality
0,8.5,0.32,0.25,7.4,0.035,57.0,162.0,0.993,3.17,0.57,10.3,4,Medium Quality,Medium Quality
1,5.5,0.34,0.26,2.2,0.021,31.0,119.0,0.989,3.55,0.49,13.0,8,High Quality,High Quality
0,7.8,0.5,0.19,13.6,0.035,56.0,82.0,0.999,3.21,0.63,9.4,5,Medium Quality,Low Quality
1,5.8,0.13,0.26,5.1,0.039,19.0,103.0,0.995,3.36,0.47,9.3,6,Medium Quality,Medium Quality
0,10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.997,3.12,0.65,11.2,6,Medium Quality,Medium Quality
1,6.8,0.25,0.34,14.0,0.032,47.0,133.0,0.995,3.37,0.5,12.2,7,Medium Quality,High Quality
0,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.998,3.36,0.53,10.0,5,Medium Quality,Medium Quality
0,8.6,0.34,0.43,3.7,0.027,29.0,104.0,0.994,3.12,0.74,10.8,5,Medium Quality,High Quality
1,6.3,0.22,0.34,5.0,0.032,36.0,93.0,0.99,3.27,0.36,13.5,7,Medium Quality,Medium Quality
1,7.3,0.32,0.23,13.7,0.05,49.0,197.0,0.998,3.2,0.46,8.7,5,Medium Quality,Medium Quality
1,8.3,0.15,0.39,1.3,0.055,32.0,146.0,0.993,3.08,0.39,10.5,6,Medium Quality,Medium Quality
1,5.7,0.33,0.32,1.4,0.043,28.0,93.0,0.99,3.31,0.5,12.3,6,Medium Quality,Medium Quality
1,5.8,0.22,0.29,0.9,0.034,34.0,89.0,0.989,3.14,0.36,11.1,7,Medium Quality,Medium Quality
